영업상태명,상세영업상태코드,상세영업상태명,전화번호,지번주소,도로명주소,도로명우편번호,사업장명,업태구분명,좌표정보(X),좌표정보(Y),점포구분명
영업/정상,1,정상영업,02-463-7521,서울특별시 광진구 자양동 44번지 2호,서울특별시 광진구 뚝섬로 491 (자양동),143843,노룬산시장,그 밖의 대규모점포,205663.0811,448250.3634,대규모점포
영업/정상,1,정상영업,02-463-5611,서울특별시 광진구 자양동 6번지 20호,서울특별시 광진구 아차산로30길 39 (자양동),143841,조양시장,그 밖의 대규모점포,205886.289,448517.3386,대규모점포
영업/정상,1,정상영업,02-467-0254,서울특별시 광진구 중곡동 229번지 5호,서울특별시 광진구 긴고랑로11길 11 (중곡동),143903,중곡제일시장,그 밖의 대규모점포,207114.4989,451296.0494,대규모점포
영업/정상,1,정상영업,02-466-6767,서울특별시 광진구 군자동 503번지,서울특별시 광진구 광나루로 369 (군자동),143840,파크에비뉴,그 밖의 대규모점포,206212.2443,449577.1749,대규모점포
영업/정상,1,정상영업,204535605,서울특별시 광진구 중곡2동 41번지 1호,서울특별시 광진구 긴고랑로 60 (중곡동),143885,롯데쇼핑(주)롯데슈퍼 중곡점,그 밖의 대규모점포,207235.5812,451072.124,준대규모점포
영업/정상,1,정상영업,856-8545,,서울특별시 금천구 가산로 106 (가산동),153804,홈플러스(주)익스프레스 가산점,구분없음,190527.9185,441484.8659,
영업/정상,1,정상영업,02-469-1333,서울특별시 광진구 화양동 10번지 1호,서울특별시 광진구 능동로13길 39 (화양동),143914,(주)지에스리테일GS수퍼 광진화양점,복합쇼핑몰,206107.7752,449029.3422,준대규모점포
영업/정상,1,정상영업,02-3437-8546,서울특별시 광진구 중곡4동 93번지 2호,서울특별시 광진구 용마산로 10 (중곡동),143888,홈플러스익스프레스 중곡2점,그 밖의 대규모점포,207778.1165,450250.2556,준대규모점포
폐업,3,폐업처리,02-454-0365,서울특별시 광진구 광장동 145번지 8호,서울특별시 광진구 아차산로 635 (광장동),143752,워커힐상가,그 밖의 대규모점포,209345.9418,449811.7182,대규모점포
영업/정상,1,정상영업,02 4441707,서울특별시 광진구 중곡동 79번지 13호,서울특별시 광진구 영화사로 12 (중곡동),143888,신성종합시장,그 밖의 대규모점포,207747.894,450639.201,대규모점포
영업/정상,1,정상영업,02 4577480,서울특별시 광진구 자양동 602호,서울특별시 광진구 자양번영로6길 20 (자양동),143865,자양종합시장,그 밖의 대규모점포,206686.3645,447752.4632,대규모점포
영업/정상,1,정상영업,02 9266405,서울특별시 성북구 돈암동 609번지 1  호   ,서울특별시 성북구 돈암동 609번지 1  호   ,,동소문스카이프라자,그 밖의 대규모점포,,,
영업/정상,1,정상영업,02-3424-0323,서울특별시 광진구 구의동 546번지 4호,서울특별시 광진구 광나루로56길 85 (구의동),143721,테크노-마트21,그 밖의 대규모점포,208394.4164,448165.28,대규모점포
영업/정상,1,정상영업,02-3424-2500,서울특별시 광진구 구의동 546번지 4호,서울특별시 광진구 광나루로56길 85 (구의동),143721,롯데쇼핑(주)롯데마트 강변점,대형마트,208394.4164,448165.28,대규모점포
영업/정상,1,정상영업,02-3436-0005,서울특별시 광진구 자양동 663번지 21  호,서울특별시 광진구 자양로5길 33 (자양동),143873,프라젠 스파,그 밖의 대규모점포,207368.6245,447632.296,대규모점포
영업/정상,1,정상영업,0002 22182802,서울특별시 광진구 자양동 227번지 342호 롯데백화점 스타시티점,서울특별시 광진구 능동로 92 (자양동),143854,롯데백화점 건대스타시티점,백화점,206217.4347,448506.2187,대규모점포
영업/정상,1,정상영업,220241234,서울특별시 광진구 자양동 227번지 7호,서울특별시 광진구 아차산로 272 (자양동),143758,(주)이마트 자양점,대형마트,206349.675,448396.9397,
영업/정상,1,정상영업,3677-7281,서울특별시 광진구 자양동 17번지 1호,서울특별시 광진구 아차산로 200 (자양동),5071,커먼그라운드,그 밖의 대규모점포,205758.8167,448768.1614,대규모점포
영업/정상,1,정상영업,02-465-7965,서울특별시 광진구 화양동 10번지 1호,서울특별시 광진구 능동로13길 39 (화양동),143914,한아름시장,그 밖의 대규모점포,206107.7752,449029.3422,대규모점포
영업/정상,1,정상영업,02-467-5200,서울특별시 광진구 중곡동 229번지 15호,서울특별시 광진구 능동로47길 30 (중곡동),143903,광성시장,그 밖의 대규모점포,207098.9948,451260.4457,대규모점포
영업/정상,1,정상영업,02--450-8832,서울특별시 광진구 구의동 546번지 1호,서울특별시 광진구 강변역로 50 (구의동),143715,동서울터미널상가,그 밖의 대규모점포,208201.9933,447967.2995,대규모점포
영업/정상,1,정상영업,02 4543916,서울특별시 광진구 광장동 484호,서울특별시 광진구 광나루로 635 (광장동),143814,현대종합상가,그 밖의 대규모점포,208644.8192,448711.7258,대규모점포
영업/정상,1,정상영업,02-3437-2572,서울특별시 광진구 구의동 631번지 1호,서울특별시 광진구 광나루로56길 63 (구의동),143761,프라임프라자상가,그 밖의 대규모점포,208558.2866,448353.9052,대규모점포
폐업,3,폐업처리,204525601,서울특별시 광진구 구의3동 218번지 14호 나동,서울특별시 광진구 아차산로 450 (구의동),143822,롯데쇼핑(주)롯데슈퍼 구의점,그 밖의 대규모점포,208087.6472,448484.1313,준대규모점포
폐업,3,폐업처리,02-466-6767,서울특별시 광진구 군자동 361번지 6호,,,화양시장,그 밖의 대규모점포,,,대규모점포
폐업,3,폐업처리,02-457-8045,서울특별시 광진구 구의동 66번지 28호,서울특별시 광진구 광나루로 531-5 (구의동),143819,구의시장,그 밖의 대규모점포,207754.5752,449270.2315,
영업/정상,1,정상영업,2238-2600,서울특별시 동대문구 신설동 109번지 5호,서울특별시 동대문구 천호대로4길 21 (신설동),130813,서울풍물시장,그 밖의 대규모점포,202186.4681,452282.6074,대규모점포
영업/정상,1,정상영업,237072903,서울특별시 동대문구 전농1동 591번지 53호,서울특별시 동대문구 왕산로 214 (전농동),130851,롯데백화점 청량리역사점,백화점,204081.2821,453187.3952,대규모점포
영업/정상,1,정상영업,37064712~4,서울특별시 동대문구 전농1동 591번지 53호,서울특별시 동대문구 왕산로 214 (전농동),130851,롯데쇼핑(주)롯데마트 청량리점,대형마트,204081.2821,453187.3952,대규모점포
취소/말소/만료/정지/중지,4,직권취소,02-380-9426,서울특별시 중랑구 묵1동 170번지 1호 외 35필지,,,신세계 이마트 묵동점,대형마트,206777.7314,456837.2196,대규모점포
영업/정상,1,정상영업,02-840-3210,서울특별시 동대문구 장안동 580번지,서울특별시 동대문구 한천로 42 (장안동),130100,장안위더스빌,그 밖의 대규모점포,205423.9695,451556.2106,대규모점포
영업/정상,1,정상영업,02 9679009,서울특별시 동대문구 용두동 39번지 1호,서울특별시 동대문구 왕산로34길 26 (용두동 청량리동부청과시장),2561,동부청과(주),그 밖의 대규모점포,203728.1321,452778.8933,대규모점포
영업/정상,1,정상영업,02 9070135,서울특별시 동대문구 제기동 1140번지 5호,서울특별시 동대문구 왕산로 117 (제기동),130864,불로장생타워,전문점,203155.5049,452914.6075,대규모점포
영업/정상,1,정상영업,3299-4700,서울특별시 동대문구 용두동 787번지 동의보감타워,서울특별시 동대문구 용두동 787번지 동의보감타워,,건강백화점 동의보감,전문점,203258.3772,452834.0641,대규모점포
영업/정상,1,정상영업,957-9090,서울특별시 동대문구 이문1동 292번지 10호 (주)이문종합상가 이문동웰츠타워,,,대규모점포 개설등록,그 밖의 대규모점포,205396.3637,455131.6832,
영업/정상,1,정상영업,02-959-1234,서울특별시 동대문구 이문동 292번지 10호,서울특별시 동대문구 이문로 136 (이문동),130826,(주)이마트에브리데이 이문점,구분없음,205396.3637,455131.6832,
영업/정상,1,정상영업,222453026,서울특별시 동대문구 장안동 108번지 5호,서울특별시 동대문구 장안동 108번지 5호,,전곡시장,그 밖의 대규모점포,205987.3456,452845.2843,
영업/정상,1,정상영업,02 9678740,서울특별시 동대문구 회기동 346번지 18 호,서울특별시 동대문구 회기동 346번지 18 호,,휘경시장,그 밖의 대규모점포,204881.3132,454280.0406,
영업/정상,1,정상영업,02 9666966,서울특별시 동대문구 회기동 346번지 18 호,서울특별시 동대문구 회기동 346번지 18 호,,이경시장,그 밖의 대규모점포,204881.3132,454280.0406,
영업/정상,1,정상영업,02 9647051,서울특별시 동대문구 이문동 292번지 10호,서울특별시 동대문구 이문로 136 (이문동),130826,이문제일시장,그 밖의 대규모점포,205396.3637,455131.6832,대규모점포
영업/정상,1,정상영업,02  63700050,서울특별시 동대문구 제기동 892번지 71호,서울특별시 동대문구 왕산로 109 (제기동),130864,한솔동의보감,전문점,203075.0985,452918.8365,대규모점포
영업/정상,1,정상영업,222151000,서울특별시 동대문구 장안동 368번지 1호,서울특별시 동대문구 답십리로 288 (장안동),130840,(주)형지쇼핑 아트몰링 장안점,그 밖의 대규모점포,206325.3494,452184.2102,대규모점포
영업/정상,1,정상영업,02-967-5601,서울특별시 동대문구 이문동 324번지 10호,서울특별시 동대문구 이문로 88 (이문동),130831,롯데쇼핑(주) 롯데마켓 999 이문점,복합쇼핑몰,205170.9358,454707.5241,준대규모점포
영업/정상,1,정상영업,031-776-7900,서울특별시 동대문구 회기동 346번지 18호,서울특별시 동대문구  이문로  37 (회기동),130050,베라체캠퍼스 에비뉴,그 밖의 대규모점포,204881.3132,454280.0406,대규모점포
영업/정상,1,정상영업,02-2248-7800,서울특별시 동대문구 전농동 10번지 외7필지 전농sk아파트 주상가동,서울특별시 동대문구 사가정로 148 (전농동 SK아파트),130769,롯데쇼핑(주) 롯데슈퍼 전농점,구분없음,205271.7049,452706.8979,준대규모점포
영업/정상,1,정상영업,02-2242-5611,서울특별시 동대문구 장안동 94번지 27호 외1필지 예신프라자,서울특별시 동대문구 한천로46길 42 (장안동),130835,롯데쇼핑(주) 롯데슈퍼 장안점,구분없음,206176.1786,453248.0972,준대규모점포
영업/정상,1,정상영업,02 9263751,서울특별시 동대문구 용두동 231번지 5호,서울특별시 동대문구 용두동 231번지 5호,,용두시장,그 밖의 대규모점포,202538.0118,452901.1853,
영업/정상,1,정상영업,02 9678169,서울특별시 동대문구 제기동 650호,서울특별시 동대문구 제기동 650호,,동서시장,그 밖의 대규모점포,203597.8562,453055.9087,
영업/정상,1,정상영업,02 9599981,서울특별시 동대문구 청량리동 738번지,서울특별시 동대문구 홍릉로 13 (청량리동),130870,청량리현대코아,그 밖의 대규모점포,203851.3754,453238.5942,대규모점포
영업/정상,1,정상영업,02 9127001,서울특별시 성북구 길음동 540번지 2   호   ,서울특별시 성북구 길음동 540번지 2   호   ,,길음시장,그 밖의 대규모점포,,,
영업/정상,1,정상영업,222157200,서울특별시 동대문구 전농동 647번지 1호,서울특별시 동대문구 서울시립대로 36 (전농동),130859,전농프라자,그 밖의 대규모점포,204082.1118,452472.9905,대규모점포
영업/정상,1,정상영업,222171231,서울특별시 동대문구 전농동 295번지 52호,서울특별시 동대문구 전농로 147 (전농동),130854,전농로타리시장,그 밖의 대규모점포,204970.9016,452852.821,대규모점포
영업/정상,1,정상영업,222444451,서울특별시 동대문구 답십리동 265번지 5호,서울특별시 동대문구 답십리동 265번지 5호,,동부시장,그 밖의 대규모점포,205006.0749,451814.3324,
영업/정상,1,정상영업,962-3004,서울특별시 동대문구 이문동 292번지 10호,서울특별시 동대문구 이문로 136 (이문동),130826,이문동웰츠타워,그 밖의 대규모점포,205396.3637,455131.6832,대규모점포
영업/정상,1,정상영업,2232-3367,서울특별시 동대문구 신설동 109번지 5호,서울특별시 동대문구 신설동 109번지 5호,,서울특별시장,그 밖의 대규모점포,202186.4681,452282.6074,
영업/정상,1,정상영업,34598000,서울특별시 마포구 서교동 490번지 1호,서울특별시 마포구 양화로 45 (서교동 메세나폴리스),4036,홈플러스 합정점,대형마트,192414.0269,450075.4898,
영업/정상,1,정상영업,269082123,서울특별시 동대문구 장안동 580번지,서울특별시 동대문구 한천로 42 (장안동),130837,노브랜드 동대문 장안점,대형마트,205423.9695,451556.2106,준대규모점포
폐업,3,폐업처리,02 22166500,서울특별시 동대문구 장안동 371번지 0001호,,,쉐르빌쇼핑타운,그 밖의 대규모점포,206101.9138,452155.6911,
폐업,3,폐업처리,02 9602222,서울특별시 동대문구 제기동 892번지 71호,,,(주)미도파마트,대형마트,203075.0985,452918.8365,
폐업,3,폐업처리,222451333,서울특별시 동대문구 장안동 217번지 2호,,,장안시장,그 밖의 대규모점포,,,
